Timestamp,10.06.2023:14:26:59
Scans in Average,1
Termination,10000
V_RMS(V),0.00100654757868641
V_DC (V),0.00100528204441071
RMS_Noise %,8.0437879143803
Frequency (Hz), Mag^2 (V^2 / Hz), PSD (dBV^2 / Hz), RIN (dBc / Hz), Integrated Volts RMS, Integrated RIN (%RMS) 
423.193,1.95625610407054E-14,-137.085739135742,-77.1424255371094,1.16734930029845E-05,1.15975570853978
429.1534,2.64309589207793E-14,-135.778869628906,-75.8355560302734,1.16793625644035E-05,1.16033884653973
435.1139,5.17984335601795E-14,-132.856826782227,-72.9135208129883,1.16893392059362E-05,1.16133002090089
441.0744,9.00832795499203E-14,-130.453552246094,-70.5102462768555,1.17074118663953E-05,1.16312553070506
447.0349,1.06542926611534E-13,-129.724746704102,-69.7814407348633,1.1732411766902E-05,1.16560925835352
452.9953,1.00488602280772E-13,-129.97883605957,-70.035514831543,1.17586770652766E-05,1.16821870264913
458.9557,5.35704142142398E-14,-132.710754394531,-72.7674331665039,1.1778183934619E-05,1.17015670039066
464.9162,2.85329254741858E-14,-135.446533203125,-75.5032196044922,1.17885666831878E-05,1.17118822128333
470.8767,1.17904945303356E-14,-139.284683227539,-79.3413696289063,1.17936626163327E-05,1.17169449970005
476.8372,2.85939715164811E-15,-145.437255859375,-85.4939422607422,1.17955134638387E-05,1.17187838047679
482.7976,1.48786997063629E-14,-138.274353027344,-78.3310394287109,1.17977540823827E-05,1.1721009848118
488.7581,2.50191563585152E-14,-136.017272949219,-76.0739593505859,1.18027923208738E-05,1.17260153129343
494.7186,2.23261910529497E-14,-136.511856079102,-76.5685424804688,1.18087682279569E-05,1.17319523468209
500.679,2.43770925105006E-14,-136.130187988281,-76.1868667602539,1.18146601024583E-05,1.17378058947566
506.6395,4.28494058724027E-14,-133.680557250977,-73.7372360229492,1.18231359377072E-05,1.17462265948092
512.6,5.05996407203687E-14,-132.958526611328,-73.0152130126953,1.18349079169092E-05,1.17579219974423
518.5604,4.43303482218956E-14,-133.532989501953,-73.5896759033203,1.18468543542551E-05,1.17697907233712
524.5209,4.14443275076337E-14,-133.825347900391,-73.8820343017578,1.18576382931174E-05,1.17805045128538
530.4813,2.56789129101283E-14,-135.904235839844,-75.9609222412109,1.18660704625987E-05,1.17888818311842
536.4418,2.59565240412485E-14,-135.857528686523,-75.9142227172852,1.18725529446398E-05,1.17953221447654
542.4023,2.42086753132753E-14,-136.160293579102,-76.2169723510742,1.18788475247326E-05,1.1801575778698
548.3627,2.41523654646395E-14,-136.17041015625,-76.2270889282227,1.18849125061865E-05,1.18076013075277
554.3232,2.6393857600245E-14,-135.784973144531,-75.8416595458984,1.18912482262207E-05,1.18138958137869
560.2837,2.52352932269181E-14,-135.979919433594,-76.0366058349609,1.18977162690598E-05,1.18203217820928
566.2441,4.07381139666541E-14,-133.899993896484,-73.9566802978516,1.19059761460677E-05,1.182852792871
572.2046,3.4338005813576E-14,-134.642242431641,-74.6989364624023,1.19153687181924E-05,1.18378594022773
578.165,1.87547720997827E-14,-137.26887512207,-77.325569152832,1.19220065464583E-05,1.18444540515582
584.1255,3.4317502771349E-14,-134.644836425781,-74.701530456543,1.19286381198124E-05,1.18510424866153
590.086,3.17076622498765E-14,-134.988357543945,-75.0450439453125,1.19368831455286E-05,1.18592338785482
596.0464,2.56126380312101E-14,-135.915451049805,-75.9721450805664,1.19440364450013E-05,1.18663406459025
602.0069,4.39071360839686E-14,-133.574645996094,-73.6313323974609,1.19527064358318E-05,1.18749542385573
607.9674,3.96871898071064E-14,-134.01350402832,-74.070182800293,1.19631234867611E-05,1.18853035267081
613.9279,2.42180249188095E-14,-136.158615112305,-76.2153015136719,1.19710807971999E-05,1.18932090749478
619.8883,4.27065666978403E-14,-133.695053100586,-73.7517395019531,1.1979408406428E-05,1.1901482513188
625.8488,4.58435109370233E-14,-133.387222290039,-73.4439086914063,1.19904180447775E-05,1.19124205339857
631.8092,2.58858168914837E-14,-135.869384765625,-75.9260711669922,1.19993289144242E-05,1.19212734385431
637.7697,2.3067617197133E-14,-136.369979858398,-76.4266586303711,1.20054066203299E-05,1.19273116090523
643.7302,3.42218966882986E-14,-134.656951904297,-74.7136459350586,1.20125152960819E-05,1.19343740429625
649.6906,1.53940027303179E-14,-138.126480102539,-78.1831741333008,1.20186684064028E-05,1.19404871273822
655.6511,2.82698977116524E-15,-145.486755371094,-85.5434417724609,1.20209273132061E-05,1.19427313400266
661.6116,1.09158861505421E-15,-149.619415283203,-89.6760940551758,1.20214130497677E-05,1.19432139168783
667.572,2.29674374926011E-15,-146.388870239258,-86.4455642700195,1.20218330426197E-05,1.19436311776823
673.5325,9.23369706621694E-16,-150.346237182617,-90.4029312133789,1.20222321706906E-05,1.19440277094305
679.4929,1.30331788265418E-14,-138.849502563477,-78.9061813354492,1.20239619100939E-05,1.19457461969018
685.4534,1.91369250993982E-14,-137.181274414063,-77.2379608154297,1.20279480848792E-05,1.19497064416728
691.4139,2.67063539164762E-14,-135.733856201172,-75.7905426025391,1.20336261534438E-05,1.19553475744765
697.3743,2.77917054821349E-14,-135.560852050781,-75.6175308227539,1.20403727043073E-05,1.19620502391159
703.3348,2.38802340390976E-14,-136.219619750977,-76.2762985229492,1.20467659735427E-05,1.19684019202195
709.2953,2.74158992397133E-14,-135.619979858398,-75.6766586303711,1.20531093258159E-05,1.197470400907
715.2557,3.78246083225046E-14,-134.222259521484,-74.278938293457,1.20611722393072E-05,1.19827144734158
721.2162,3.41440712266679E-14,-134.666839599609,-74.7235336303711,1.20700604230522E-05,1.19915448396431
727.1766,2.49923929610911E-14,-136.021926879883,-76.0786056518555,1.20773589232918E-05,1.19987958632351
733.1371,2.58130967267789E-14,-135.881591796875,-75.9382858276367,1.20836257755334E-05,1.20050219496858
739.0976,1.88121839528321E-14,-137.255615234375,-77.3122940063477,1.20891275633446E-05,1.201048794844
745.058,1.02444429709673E-14,-139.895111083984,-79.9518051147461,1.20927085682836E-05,1.20140456589893
751.0186,1.33542046872511E-14,-138.74382019043,-78.8005065917969,1.2095616169014E-05,1.20169343458154
756.979,7.91539150668541E-15,-141.015274047852,-81.0719604492188,1.20982361806224E-05,1.20195373142829
762.9395,1.70169838990356E-14,-137.691177368164,-77.7478637695313,1.21013066551045E-05,1.20225878153691
768.8999,2.34071224743578E-14,-136.306518554688,-76.3632049560547,1.2106283313945E-05,1.20275321011096
774.8604,1.08714872718944E-14,-139.637115478516,-79.6937942504883,1.21105017911663E-05,1.20317231371925
780.8209,1.85293894598241E-15,-147.321395874023,-87.3780746459961,1.2112067357405E-05,1.20332785194435
786.7813,9.20359449689083E-15,-140.360427856445,-80.4171142578125,1.21134275340788E-05,1.20346298481859
792.7418,2.54669703281252E-14,-135.940231323242,-75.9969100952148,1.21176917230094E-05,1.2038866298624
798.7023,8.24146354716504E-15,-140.839950561523,-80.8966445922852,1.21218361821454E-05,1.20429837981081
804.6627,7.01660307337685E-15,-141.538726806641,-81.5954208374023,1.21237116796962E-05,1.20448470955722
810.6232,1.52143199253866E-14,-138.177474975586,-78.2341613769531,1.21264437505895E-05,1.20475613943805
816.5836,1.80754022949259E-14,-137.429122924805,-77.4858093261719,1.21305337428166E-05,1.20516247812622
822.5441,3.45793220427974E-14,-134.611831665039,-74.6685180664063,1.21370001149742E-05,1.20580490897544
828.5046,2.4864630177035E-14,-136.044174194336,-76.1008682250977,1.21442961893332E-05,1.20652977032462
834.465,2.8357053452055E-14,-135.473388671875,-75.5300750732422,1.2150824766474E-05,1.2071783812079
840.4255,3.54662127695822E-14,-134.501846313477,-74.5585403442383,1.21586491920033E-05,1.20795573398238
846.386,3.7236926194358E-14,-134.290267944336,-74.3469467163086,1.21675562080824E-05,1.20884064158811
852.3464,5.53084040196457E-14,-132.572082519531,-72.628776550293,1.21788845937315E-05,1.20996611105314
858.3069,9.26310167415068E-14,-130.332443237305,-70.3891220092773,1.21969718639456E-05,1.2117630723292
864.2673,7.8870180004742E-14,-131.030868530273,-71.0875549316406,1.22179063156074E-05,1.21384289966227
870.2278,5.28010059497319E-14,-132.773574829102,-72.8302612304688,1.22339545710162E-05,1.21543728583422
876.1883,2.78048779970656E-14,-135.558792114258,-75.615478515625,1.22437686414185E-05,1.21641230883463
882.1487,8.60289143626384E-15,-140.653549194336,-80.7102432250977,1.22481988012532E-05,1.21685244300499
888.1092,9.24640213876652E-15,-140.340270996094,-80.3969573974609,1.22503701486523E-05,1.2170681652863
894.0697,2.37217409448931E-14,-136.24853515625,-76.3052215576172,1.22543797173273E-05,1.21746651393468
900.0302,1.36051191172252E-14,-138.662979125977,-78.7196655273438,1.2258917761507E-05,1.2179173663609
905.9906,9.02596373938044E-16,-150.445068359375,-90.5017471313477,1.22606810958496E-05,1.21809255274851
911.951,4.196965240529E-15,-143.770645141602,-83.8273315429688,1.22613008597434E-05,1.2181541259823
917.9115,2.71107819571625E-14,-135.668579101563,-75.7252655029297,1.22651050909402E-05,1.21853207445461
923.872,1.4351423184659E-14,-138.431045532227,-78.4877395629883,1.22701414352588E-05,1.21903243275116
929.8325,9.39289596620559E-15,-140.272003173828,-80.3286895751953,1.22730246575782E-05,1.21931887945079
935.7929,1.16791981478552E-14,-139.325866699219,-79.3825531005859,1.22755828301133E-05,1.21957303261645
941.7534,1.61613585684487E-14,-137.915222167969,-77.9719085693359,1.22789619178847E-05,1.21990874330146
947.7139,2.47360200470818E-14,-136.066696166992,-76.1233901977539,1.22839240129151E-05,1.22040172496825
953.6743,4.63510968984338E-14,-133.339401245117,-73.3960876464844,1.22925442740875E-05,1.221258143617
959.6348,4.13128721750885E-14,-133.839141845703,-73.8958358764648,1.23031663830248E-05,1.22231344484291
965.5952,3.49341432108001E-14,-134.567504882813,-74.6241836547852,1.2312397665769E-05,1.22323056818012
971.5557,2.65977390275414E-14,-135.751556396484,-75.808235168457,1.2319842409201E-05,1.22397019972756
977.5162,2.19083297755181E-14,-136.593902587891,-76.6505966186523,1.23257079296687E-05,1.22455293626103
983.4766,3.35194272338413E-14,-134.747039794922,-74.8037185668945,1.23324070291642E-05,1.22521848845522
989.4371,3.70310954167508E-14,-134.314331054688,-74.3710174560547,1.2340928720717E-05,1.22606511426141
995.3976,3.7562155436414E-14,-134.252502441406,-74.3091812133789,1.23499322399641E-05,1.22695960940876
1001.358,3.31233665444112E-14,-134.79866027832,-74.855339050293,1.23584580374672E-05,1.22780664313907
1007.318,2.77213863834428E-14,-135.571853637695,-75.6285400390625,1.23657921741336E-05,1.22853528595951
1013.279,2.72584657068364E-14,-135.644989013672,-75.7016754150391,1.23724156251754E-05,1.22919332251755
1019.239,2.51061434634418E-14,-136.002197265625,-76.0588836669922,1.23787207859712E-05,1.22981973709837
1025.2,2.76716067067658E-14,-135.579650878906,-75.636344909668,1.2385072444583E-05,1.23045077121402
1031.16,2.8028734959662E-14,-135.523971557617,-75.5806503295898,1.23917722294494E-05,1.23111639149947
1037.121,1.4336284645348E-14,-138.435638427734,-78.492317199707,1.2396865582096E-05,1.23162241354497
1043.081,1.65331842557255E-14,-137.816436767578,-77.8731231689453,1.24005755596849E-05,1.23199099796834
1049.042,2.49931736107101E-14,-136.021789550781,-76.0784683227539,1.24055645613211E-05,1.232486652793
1055.002,1.36758065612715E-14,-138.640472412109,-78.6971588134766,1.24102084725211E-05,1.2329480230549
1060.963,1.20018830784829E-14,-139.207504272461,-79.2641906738281,1.24132912482552E-05,1.23325429528678
1066.923,2.83319726198291E-14,-135.477233886719,-75.5339202880859,1.2418132048072E-05,1.23373522633458
1072.884,3.89843262382783E-14,-134.091094970703,-74.1477890014648,1.24262070340801E-05,1.23453747216767
1078.844,2.36817080197701E-14,-136.255874633789,-76.3125534057617,1.2433719633968E-05,1.23528384522017
1084.805,2.94176879833685E-14,-135.313919067383,-75.3705978393555,1.2440081674283E-05,1.23591591075286
1090.765,6.14888328224576E-14,-132.112030029297,-72.1687240600586,1.24509659831392E-05,1.23699726140997
1096.725,7.62338459026069E-14,-131.178527832031,-71.2352066040039,1.24674375245957E-05,1.23863370083968
1102.686,7.20408206689171E-14,-131.424209594727,-71.4808959960938,1.24851467848784E-05,1.24039310701756
1108.646,3.33629274488582E-14,-134.767364501953,-74.8240432739258,1.24977204755115E-05,1.24164229691175
1114.607,1.33730327434023E-14,-138.737701416016,-78.7943878173828,1.25032915963249E-05,1.24219578498636
1120.567,2.28873977903277E-14,-136.404037475586,-76.4607238769531,1.25076123694058E-05,1.24262505163728
1126.528,3.12189695250709E-14,-135.055816650391,-75.1125030517578,1.2514056748741E-05,1.24326529751056
1132.488,1.24613954236944E-14,-139.044326782227,-79.1010208129883,1.25192569112259E-05,1.24378193106023
1138.449,6.35610604149406E-15,-141.96809387207,-82.024772644043,1.25214964756705E-05,1.24400443067099
1144.409,2.86414035599591E-15,-145.430053710938,-85.4867401123047,1.25225936768486E-05,1.24411343706088
1150.37,9.26090630552305E-15,-140.333465576172,-80.3901519775391,1.25240364003742E-05,1.2442567709237
1156.33,1.39430297470729E-14,-138.556427001953,-78.6131134033203,1.25267969050016E-05,1.24453102568183
1162.291,2.72168138811442E-14,-135.651626586914,-75.7083129882813,1.2531692075616E-05,1.24501735844125
1168.251,4.56701551835674E-14,-133.403671264648,-73.4603576660156,1.25403558887683E-05,1.24587810395749
1174.212,1.84645326347284E-14,-137.336624145508,-77.3933029174805,1.25479745579271E-05,1.24663501493916
1180.172,1.43384219578972E-14,-138.434982299805,-78.4916763305664,1.25518694097303E-05,1.24702196652354
1186.132,1.76610168030796E-14,-137.529846191406,-77.5865325927734,1.25556676920746E-05,1.24739932398032
1192.093,1.33828749919E-14,-138.734512329102,-78.7911911010742,1.25593514547569E-05,1.2477653039658
1198.053,9.50096364249475E-15,-140.222320556641,-80.2790069580078,1.25620662290548E-05,1.2480350154385
1204.014,1.69328920189097E-14,-137.712692260742,-77.7693710327148,1.25652014217967E-05,1.24834649527396
1209.974,2.6388209638147E-14,-135.785903930664,-75.8425903320313,1.25703378388803E-05,1.2488567957498
1215.935,4.9125992518384E-14,-133.086883544922,-73.1435699462891,1.25792864374825E-05,1.24974583455846
1221.895,3.69537944303981E-14,-134.32341003418,-74.3800964355469,1.2589479114549E-05,1.25075847194216
1227.856,1.49190479229825E-14,-138.262588500977,-78.3192749023438,1.25956173765721E-05,1.25136830521315
1233.816,1.28306085874404E-14,-138.917526245117,-78.9742126464844,1.25988998450753E-05,1.25169441682205
1239.777,1.72302058369193E-14,-137.637100219727,-77.6937789916992,1.2602454732518E-05,1.25204759311673
1245.737,1.8569994608697E-14,-137.311889648438,-77.3685684204102,1.260668703203E-05,1.2524680699627
1251.698,3.31059497208723E-14,-134.800933837891,-74.8576278686523,1.26127936574161E-05,1.25307476014958
1257.658,2.29358965952997E-14,-136.394836425781,-76.451530456543,1.26194128680419E-05,1.2537323754244
1263.618,8.10497416144547E-15,-140.912490844727,-80.9691696166992,1.26230776715121E-05,1.25409647182161
1269.579,4.9500977183925E-15,-143.053863525391,-83.1105499267578,1.26246187167906E-05,1.25424957390155
1275.539,6.20645399370308E-15,-142.071563720703,-82.1282501220703,1.26259354811558E-05,1.25438039378458
1281.5,1.45777251721787E-14,-138.363098144531,-78.419792175293,1.26283881907607E-05,1.25462406926072
1287.46,3.05511302182519E-15,-145.14973449707,-85.206413269043,1.26304686419334E-05,1.25483076104726
1293.421,6.38190385870985E-15,-141.950500488281,-82.0071868896484,1.26315819494159E-05,1.25494136759046
1299.381,2.2853966280915E-14,-136.410385131836,-76.4670715332031,1.2635030352337E-05,1.25528396470103
1305.342,3.66980293620145E-14,-134.353576660156,-74.4102554321289,1.26420516660639E-05,1.25598152871843
1311.302,2.00839046253047E-14,-136.97151184082,-77.028205871582,1.26487428905073E-05,1.25664629853012
1317.263,1.44929678450959E-14,-138.388427734375,-78.4451141357422,1.26528156374939E-05,1.25705092391225
1323.223,3.14802370364002E-14,-135.019622802734,-75.0763092041016,1.2658228708353E-05,1.25758870980272
1329.184,3.54561598214786E-14,-134.503082275391,-74.5597686767578,1.26661059339542E-05,1.25837130823801
1335.144,2.78758549635919E-14,-135.547714233398,-75.6044006347656,1.26735544800649E-05,1.25911131757969
1341.104,2.2654429206644E-14,-136.448471069336,-76.5051574707031,1.26794942626106E-05,1.25970143201357
1347.065,3.48942467098823E-14,-134.572463989258,-74.629150390625,1.26862556625578E-05,1.26037317372656
1353.025,3.97697416095374E-14,-134.004470825195,-74.0611572265625,1.26950225754507E-05,1.26124416215061
1358.986,2.77454667714968E-14,-135.568084716797,-75.6247634887695,1.27029448820629E-05,1.26203123936186
1364.946,2.6365645074596E-14,-135.789611816406,-75.846305847168,1.27092909025867E-05,1.26266171333628
1370.907,2.17472688746057E-14,-136.625946044922,-76.6826400756836,1.27149306933523E-05,1.26322202373641
1376.867,8.13452667595508E-15,-140.896682739258,-80.9533615112305,1.27184321753597E-05,1.26356989422773
1382.828,3.76278042798125E-15,-144.244918823242,-84.3015975952148,1.27198260069327E-05,1.26370837069944
1388.788,1.13947218475611E-14,-139.432968139648,-79.4896469116211,1.27216015661527E-05,1.26388477162252
1394.749,9.47307171372813E-15,-140.235092163086,-80.2917785644531,1.27240456270737E-05,1.26412758785622
1400.709,2.62080235794807E-14,-135.815658569336,-75.8723449707031,1.27282235523319E-05,1.26454266264718
1406.67,2.53331882049679E-14,-135.963104248047,-76.0197906494141,1.27342562535752E-05,1.26514200850733
1412.63,2.90739649244642E-15,-145.364959716797,-85.4216461181641,1.27375604264403E-05,1.26547027643376
1418.591,5.65805824711182E-15,-142.473327636719,-82.5300140380859,1.27385624226685E-05,1.26556982425937
1424.551,1.69021071390792E-14,-137.720596313477,-77.7772750854492,1.27412011583013E-05,1.2658319813286
1430.511,1.48016321569836E-14,-138.296905517578,-78.3535919189453,1.27449084429963E-05,1.26620029821431
1436.472,5.32480574596169E-15,-142.736968994141,-82.7936477661133,1.27472613735616E-05,1.26643406069262
1442.432,9.15510554477805E-15,-140.383361816406,-80.440055847168,1.27489539144929E-05,1.26660221379012
1448.393,3.8140312123384E-14,-134.186157226563,-74.2428436279297,1.27544806590276E-05,1.26715129310358
1454.353,5.0702383305179E-14,-132.949722290039,-73.0064010620117,1.27648559752466E-05,1.268182075596
1460.314,2.55450322583783E-14,-135.926940917969,-75.9836196899414,1.2773753839292E-05,1.26906607395174
1466.274,2.30157183978008E-14,-136.379760742188,-76.4364395141602,1.27794174002957E-05,1.26962874591318
1472.235,2.78449412386787E-14,-135.552536010742,-75.6092224121094,1.27853465060779E-05,1.27021779961593
1478.195,3.33006028085947E-14,-134.775482177734,-74.8321685791016,1.27924709394082E-05,1.27092560851449
1484.156,4.34220964962151E-14,-133.622894287109,-73.6795806884766,1.28014047515173E-05,1.27181317829244
1490.116,2.8951608328498E-14,-135.383270263672,-75.4399566650391,1.28098264433348E-05,1.27264986917481
1496.077,1.94033085184249E-14,-137.121246337891,-77.1779251098633,1.28154501294933E-05,1.27320857959025
1502.037,2.08383577652664E-14,-136.811370849609,-76.868049621582,1.28201284580876E-05,1.27367336920312
1507.998,1.8574355635792E-14,-137.31086730957,-77.367546081543,1.28247086680465E-05,1.27412841077849
1513.958,1.60034430033799E-14,-137.957870483398,-78.0145492553711,1.28287256587204E-05,1.27452749679875
1519.918,1.5558233220266E-14,-138.08039855957,-78.1370849609375,1.28323911610777E-05,1.27489166263005
1525.879,1.71400764277981E-14,-137.659866333008,-77.7165603637695,1.28361875655509E-05,1.27526883352128
1531.839,2.18777404370485E-14,-136.599975585938,-76.6566619873047,1.28407162213028E-05,1.27571875321189
1537.8,2.02120160489964E-14,-136.943908691406,-77.0005874633789,1.28455996358329E-05,1.27620391801021
1543.76,1.85547833098099E-14,-137.315444946289,-77.3721237182617,1.28500958663189E-05,1.27665061626683
1549.721,1.72040320952268E-14,-137.643692016602,-77.7003860473633,1.28542418319891E-05,1.27706251588866
